NIP;TIT;CACA;TRABAJO_A;OBTIENE_BECA;ESTADO;CRE_MAT;CRE_SUP;CRE_SUS;CRE_NP;CRE_MAT_CN;CRE_SUP_CN;CRE_SUS_CN;CRE_NP_CN
497385;156;2013;1;-;;36;6;30;0;36;6;30;0
496824;158;2013;3;-;;30;30;0;0;30;30;0;0
497163;156;2013;0;-;;60;60;0;0;60;60;0;0
497360;156;2013;4;S;;60;60;0;0;60;60;0;0
482839;158;2011;4;-;;60;48;12;0;60;48;12;0
482828;158;2011;3;-;;60;42;18;0;60;42;18;0
515527;156;2013;1;-;;60;60;0;0;60;60;0;0
298455;156;2013;3;-;B;12;0;12;0;12;0;12;0
512357;156;2013;1;S;;54;54;0;0;54;54;0;0
514936;158;2013;4;N;;60;48;12;0;60;48;12;0
512342;156;2013;0;S;;60;48;12;0;60;48;12;0
479309;156;2012;0;N;;60;55,5;4,5;0;60;55,5;4,5;0
479152;156;2012;0;S;;61;61;0;0;61;61;0;0
458312;158;2012;0;S;;60;48;12;0;60;48;12;0
479257;156;2012;0;-;;60;60;0;0;60;60;0;0
479141;156;2012;3;S;;60;60;0;0;60;60;0;0
492971;156;2012;0;-;;36;0;6;30;36;0;6;30
381183;156;2012;2;-;;36;0;30;6;36;0;30;6
254325;156;2012;2;-;;58,5;58,5;0;0;58,5;58,5;0;0
445068;158;2013;0;-;;51;33;12;6;51;33;12;6
496843;158;2013;4;-;;24;18;6;0;24;18;6;0
498387;158;2012;0;N;;60;6;36;18;54;6;36;12
479819;156;2012;0;N;;30;0;6;24;30;0;6;24
498506;156;2012;0;-;;36;0;12;24;36;0;12;24
496126;156;2012;1;S;;60;12;36;12;60;12;36;12
498483;156;2012;4;S;;42;36;6;0;42;36;6;0
498491;156;2012;1;S;;60;60;0;0;60;60;0;0
498482;156;2012;0;-;;54;6;30;18;54;6;30;18
378755;158;2012;2;-;;55,5;55,5;0;0;55,5;55,5;0;0
478555;158;2012;0;S;;60;60;0;0;60;60;0;0
461085;156;2012;0;-;;48;48;0;0;48;48;0;0
478622;158;2012;0;S;;60;60;0;0;60;60;0;0
359651;156;2012;4;-;;37,5;0;15;22,5;37,5;0;15;22,5
461185;156;2013;0;N;;46,5;46,5;0;0;46,5;46,5;0;0
479103;156;2013;0;N;;60;51;9;0;60;51;9;0
497181;156;2013;3;S;;60;60;0;0;60;60;0;0
499141;158;2013;4;S;;54;31,5;22,5;0;54;31,5;22,5;0
63645;156;2013;4;S;;60;49,5;4,5;6;60;49,5;4,5;6
496694;158;2013;3;N;;60;60;0;0;60;60;0;0
292834;156;2012;0;-;;65,67;65,67;0;0;65,67;65,67;0;0
458839;156;2012;0;-;;36;6;24;6;36;6;24;6
479276;156;2012;0;-;;60;60;0;0;60;60;0;0
479057;156;2012;0;-;;60;60;0;0;60;60;0;0
461182;156;2012;0;S;;55,33;55,33;0;0;55,33;55,33;0;0
497304;156;2012;1;S;;60;0;30;30;60;0;30;30
515081;158;2013;0;S;;60;60;0;0;60;60;0;0
334717;156;2013;4;S;;69;63;6;0;69;63;6;0
478514;158;2013;3;-;;66;66;0;0;66;66;0;0
439013;158;2013;4;N;;60;60;0;0;60;60;0;0
460355;158;2013;1;-;;51;34,5;16,5;0;51;34,5;16,5;0
460834;156;2012;3;S;;61,33;61,33;0;0;61,33;61,33;0;0
420494;156;2011;0;-;;6;0;0;6;6;0;0;6
378840;156;2011;1;-;;18;0;0;18;18;0;0;18
440994;156;2011;0;-;;54;6;30;18;54;6;30;18
515365;156;2013;0;S;;60;60;0;0;60;60;0;0
515481;156;2013;0;N;;60;60;0;0;60;60;0;0
515070;158;2013;0;N;;60;36;18;6;60;36;18;6
512331;156;2013;1;S;;60;24;36;0;60;24;36;0
512349;156;2013;0;S;;60;60;0;0;60;60;0;0
479094;156;2013;0;S;;60;55,5;4,5;0;60;55,5;4,5;0
515516;156;2013;0;N;B;30;0;30;0;30;0;30;0
498507;156;2013;0;S;;43,5;28,5;15;0;43,5;28,5;15;0
497334;156;2013;4;N;;52,5;27;25,5;0;52,5;27;25,5;0
460326;158;2013;4;N;;64,5;58,5;6;0;64,5;58,5;6;0
439054;158;2013;4;-;;61,5;31,5;30;0;61,5;31,5;30;0
497405;156;2012;1;-;;54;24;30;0;54;24;30;0
497387;156;2012;4;S;;60;36;24;0;60;36;24;0
497247;156;2012;0;N;;60;18;24;18;60;18;24;18
478488;158;2012;4;-;;30;30;0;0;30;30;0;0
480357;156;2012;1;S;;54;54;0;0;54;54;0;0
479117;156;2012;4;-;;60;60;0;0;60;60;0;0
461068;156;2012;0;-;;60;60;0;0;60;60;0;0
414579;156;2011;4;-;;42;6;36;0;42;6;36;0
479246;156;2012;3;N;;30;24;6;0;30;24;6;0
479158;156;2012;1;-;;30;30;0;0;30;30;0;0
479233;156;2012;0;N;;34,5;28,5;6;0;34,5;28,5;6;0
445268;158;2012;0;-;;18;6;12;0;18;6;12;0
447807;156;2012;0;N;;24;6;18;0;24;6;18;0
439143;158;2012;1;-;;18;6;12;0;18;6;12;0
479217;156;2013;4;S;;60;49,5;10,5;0;60;49,5;10,5;0
496058;156;2013;0;-;;36;36;0;0;36;36;0;0
438952;158;2013;0;-;B;12;6;6;0;12;6;6;0
496713;158;2013;0;-;;34,5;0;24;10,5;34,5;0;24;10,5
415441;156;2013;0;-;;52,5;10,5;36;6;52,5;10,5;36;6
481625;156;2011;2;N;;18;18;0;0;18;18;0;0
209193;156;2011;4;-;;54;0;6;48;54;0;6;48
446104;156;2011;0;-;;60;6;54;0;60;6;54;0
481629;156;2011;3;S;;60;24;30;6;60;24;30;6
497348;156;2013;0;-;;60;54;6;0;60;54;6;0
479280;156;2013;0;S;;60;60;0;0;60;60;0;0
515381;156;2013;0;S;;60;48;12;0;60;48;12;0
515428;156;2013;4;S;;60;24;36;0;60;24;36;0
497307;156;2013;0;-;;42;24;18;0;42;24;18;0
497327;156;2013;2;-;;46,5;42;4,5;0;46,5;42;4,5;0
498488;156;2013;1;-;;24;0;6;18;24;0;6;18
478475;158;2013;4;N;;61,5;43,5;18;0;61,5;43,5;18;0
501184;156;2013;1;-;;49,5;0;45;4,5;49,5;0;45;4,5
497411;156;2012;0;S;;60;24;36;0;60;24;36;0
478647;158;2012;0;-;;30;30;0;0;30;30;0;0
481142;156;2012;1;-;;48,13;6,13;42;0;48,13;6,13;42;0
461154;156;2012;4;N;;49,5;24;25,5;0;49,5;24;25,5;0
479090;156;2012;0;S;;60;60;0;0;60;60;0;0
460999;156;2012;0;-;;61;61;0;0;61;61;0;0
452705;158;2012;4;-;;24;24;0;0;24;24;0;0
511383;156;2013;3;S;;36;0;12;24;36;0;12;24
460832;156;2013;0;-;;40,5;40,5;0;0;40,5;40,5;0;0
496752;158;2012;0;-;;60;60;0;0;60;60;0;0
496843;158;2012;4;S;;48;24;24;0;48;24;24;0
496866;158;2012;0;N;;54;54;0;0;54;54;0;0
496773;158;2012;3;N;;48;48;0;0;48;48;0;0
496732;158;2012;4;S;;60;60;0;0;60;60;0;0
515501;156;2013;0;-;;60;30;24;6;60;30;24;6
515575;156;2013;0;S;;60;60;0;0;60;60;0;0
515553;156;2013;0;-;;54;54;0;0;54;54;0;0
412484;156;2013;0;S;;42;42;0;0;42;42;0;0
478509;158;2013;0;S;;60;42;12;6;60;42;12;6
496752;158;2013;0;-;;60;60;0;0;60;60;0;0
478988;156;2013;1;S;;58,5;58,5;0;0;58,5;58,5;0;0
461108;156;2013;0;S;;66;66;0;0;66;66;0;0
479256;156;2013;4;-;;54;45;9;0;54;45;9;0
442980;156;2013;0;-;;54;43,5;10,5;0;54;43,5;10,5;0
460884;156;2013;3;-;;40,5;22,5;18;0;40,5;22,5;18;0
496680;158;2013;0;-;;40,5;40,5;0;0;40,5;40,5;0;0
316702;156;2011;4;-;;30;6;12;12;30;6;12;12
482296;156;2011;0;S;;60;0;48;12;60;0;48;12
354649;156;2012;0;-;;15;15;0;0;15;15;0;0
479049;156;2012;4;-;;60;60;0;0;60;60;0;0
461184;156;2012;0;S;;58,5;58,5;0;0;58,5;58,5;0;0
461077;156;2012;1;S;;60;60;0;0;60;60;0;0
439923;156;2012;0;-;;65;65;0;0;65;65;0;0
479052;156;2012;1;S;;60;60;0;0;60;60;0;0
479222;156;2012;4;N;;24;24;0;0;24;24;0;0
460969;156;2012;0;N;;65,67;65,67;0;0;65,67;65,67;0;0
497438;156;2012;3;S;;54;54;0;0;54;54;0;0
479082;156;2012;0;N;;60;60;0;0;60;60;0;0
479136;156;2013;3;N;;55,5;10,5;21;24;55,5;10,5;21;24
478576;158;2013;1;S;;60;60;0;0;60;60;0;0
496846;158;2013;0;-;;49,5;43,5;6;0;49,5;43,5;6;0
458312;158;2013;0;S;;60;60;0;0;60;60;0;0
281071;156;2012;3;-;;43,5;28,5;15;0;43,5;28,5;15;0
462168;156;2011;0;N;A;0,25;0,25;0;0;0,25;0,25;0;0
439087;158;2013;0;S;;10,5;0;0;10,5;10,5;0;0;10,5
439673;156;2012;0;N;;54;54;0;0;54;54;0;0
460385;158;2012;2;-;;54;54;0;0;54;54;0;0
461138;156;2012;0;-;;52,5;36;16,5;0;52,5;36;16,5;0
439501;156;2012;1;S;;45;45;0;0;45;45;0;0
439495;156;2012;3;N;;48;37,5;10,5;0;48;37,5;10,5;0
460936;156;2013;1;S;;68;68;0;0;68;68;0;0
479182;156;2013;3;-;;39;34,5;0;4,5;39;34,5;0;4,5
497438;156;2013;3;S;;60;34,5;25,5;0;60;34,5;25,5;0
515629;156;2013;0;N;;42;6;36;0;42;6;36;0
512320;156;2013;3;S;;54;18;36;0;54;18;36;0
404422;156;2013;0;-;;61,5;55,5;6;0;61,5;55,5;6;0
439470;156;2013;4;S;;42;30;12;0;42;30;12;0
496792;158;2013;4;N;;45;45;0;0;45;45;0;0
497377;156;2013;0;-;;30;30;0;0;30;30;0;0
496816;158;2013;4;-;;30;30;0;0;30;30;0;0
497242;156;2013;4;-;;42;42;0;0;42;42;0;0
496817;158;2013;4;S;;60;60;0;0;60;60;0;0
464623;158;2013;0;-;;52,5;52,5;0;0;52,5;52,5;0;0
479281;156;2013;0;S;;60;60;0;0;60;60;0;0
481622;156;2011;0;N;;60;18;30;12;60;18;30;12
459632;156;2012;0;-;;36;0;18;18;36;0;18;18
479182;156;2012;3;-;;34,5;34,5;0;0;34,5;34,5;0;0
497373;156;2012;4;-;;60;60;0;0;60;60;0;0
497442;156;2012;0;S;;54;54;0;0;54;54;0;0
497330;156;2012;0;S;;60;60;0;0;60;60;0;0
497255;156;2012;4;-;;60;60;0;0;60;60;0;0
497146;156;2012;0;N;;54;18;18;18;54;18;18;18
461128;156;2013;3;S;;60;37,5;18;4,5;60;37,5;18;4,5
477556;156;2013;3;-;;60;34,5;25,5;0;60;34,5;25,5;0
460365;158;2013;0;S;;78;78;0;0;78;78;0;0
478588;158;2013;3;-;;69;51;18;0;69;51;18;0
489606;158;2012;3;S;;48;42;6;0;48;42;6;0
479023;156;2013;0;-;;52,5;33;19,5;0;52,5;33;19,5;0
415449;156;2013;1;S;;42;27;15;0;42;27;15;0
460935;156;2013;0;-;;48;33;15;0;48;33;15;0
498501;156;2013;4;-;;48;27;12;9;48;27;12;9
515465;156;2013;2;S;;54;54;0;0;54;54;0;0
496707;158;2013;0;S;;60;60;0;0;60;60;0;0
498471;156;2013;0;-;;43,5;34,5;9;0;43,5;34,5;9;0
497430;156;2013;0;S;;60;60;0;0;60;60;0;0
415860;156;2012;0;-;;60,66;39,66;21;0;60,66;39,66;21;0
415500;156;2012;0;N;;61,5;49,5;12;0;61,5;49,5;12;0
464039;156;2012;0;S;;49,5;0;13,5;36;49,5;0;13,5;36
461058;156;2012;0;N;;46,5;46,5;0;0;46,5;46,5;0;0
479032;156;2012;1;-;;55,5;55,5;0;0;55,5;55,5;0;0
478619;158;2012;4;N;;54;42;12;0;54;42;12;0
460365;158;2012;0;N;;60;60;0;0;60;60;0;0
478988;156;2012;1;S;;48,35;48,35;0;0;48,35;48,35;0;0
414665;156;2012;4;S;;51,16;36,16;10,5;4,5;51,16;36,16;10,5;4,5
479261;156;2012;3;N;;45;40,5;0;4,5;45;40,5;0;4,5
439460;156;2012;0;-;;57;37,5;15;4,5;57;37,5;15;4,5
355165;156;2012;0;-;;45;0;18;27;45;0;18;27
497162;156;2012;0;N;;60;60;0;0;60;60;0;0
461184;156;2013;0;S;;48;48;0;0;48;48;0;0
461123;156;2013;1;S;;4,5;4,5;0;0;4,5;4,5;0;0
414594;156;2013;4;S;;61,5;24;33;4,5;61,5;24;33;4,5
461079;156;2013;1;-;;39;39;0;0;39;39;0;0
460342;158;2013;1;S;;37,5;37,5;0;0;37,5;37,5;0;0
478611;158;2013;0;S;;60;60;0;0;60;60;0;0
484589;156;2013;2;N;;60;39;21;0;60;39;21;0
496836;158;2012;0;-;;54;54;0;0;54;54;0;0
497161;156;2012;0;N;;60;30;30;0;60;30;30;0
377676;156;2013;3;-;;52,5;52,5;0;0;52,5;52,5;0;0
275103;156;2013;4;-;;31,5;31,5;0;0;31,5;31,5;0;0
141621;156;2013;4;-;;36;19,5;16,5;0;36;19,5;16,5;0
508651;158;2013;;-;;24;24;0;0;24;24;0;0
507634;158;2013;;-;;49,5;49,5;0;0;49,5;49,5;0;0
507644;158;2013;;-;;31,5;13,5;0;18;31,5;13,5;0;18
515491;156;2013;1;S;;60;60;0;0;60;60;0;0
497239;156;2013;4;S;;60;30;30;0;60;30;30;0
461145;156;2013;4;-;;39,5;39,5;0;0;39,5;39,5;0;0
415450;156;2013;4;S;;45;34,5;4,5;6;45;34,5;4,5;6
460515;158;2013;4;-;;54;30;24;0;54;30;24;0
460817;156;2012;0;N;;60;60;0;0;60;60;0;0
461150;156;2012;0;N;;64,5;64,5;0;0;64,5;64,5;0;0
439700;156;2012;0;S;;60,35;60,35;0;0;60,35;60,35;0;0
460298;158;2012;4;-;;61,5;61,5;0;0;61,5;61,5;0;0
416873;156;2012;0;-;;72,66;63,66;9;0;72,66;63,66;9;0
462165;158;2012;0;-;;67,5;43,5;24;0;67,5;43,5;24;0
479005;156;2012;0;S;;61,66;61,66;0;0;61,66;61,66;0;0
479029;156;2012;4;-;;60;30;21;9;60;30;21;9
515485;156;2013;0;S;;60;48;12;0;60;48;12;0
460972;156;2012;2;-;;49,5;49,5;0;0;49,5;49,5;0;0
480346;156;2012;0;S;;43,5;43,5;0;0;43,5;43,5;0;0
461132;156;2012;1;N;;65,16;36,66;19,5;9;65,16;36,66;19,5;9
460873;156;2012;0;N;;70,17;70,17;0;0;70,17;70,17;0;0
515609;156;2013;4;S;;60;54;6;0;60;54;6;0
497367;156;2013;1;-;;60;60;0;0;60;60;0;0
460346;158;2013;0;N;;46,5;46,5;0;0;46,5;46,5;0;0
497419;156;2013;0;S;;60;60;0;0;60;60;0;0
460834;156;2013;3;S;;4,67;4,67;0;0;4,67;4,67;0;0
479226;156;2013;0;-;;60;60;0;0;60;60;0;0
497316;156;2013;3;S;;60;60;0;0;60;60;0;0
460303;158;2013;1;N;;15;4,5;0;10,5;15;4,5;0;10,5
479253;156;2013;4;S;;55,5;55,5;0;0;55,5;55,5;0;0
460354;158;2013;1;S;;46,5;46,5;0;0;46,5;46,5;0;0
461716;156;2012;0;N;;46,5;46,5;0;0;46,5;46,5;0;0
460288;158;2012;4;-;;60;48;12;0;60;48;12;0
460519;158;2012;1;-;;51;51;0;0;51;51;0;0
478519;158;2012;0;-;;57;45;12;0;57;45;12;0
482295;156;2012;0;S;;46,5;18;19,5;9;46,5;18;19,5;9
480865;156;2013;4;N;;49,5;27;22,5;0;49,5;27;22,5;0
460400;158;2013;0;N;;55,5;55,5;0;0;55,5;55,5;0;0
493909;156;2013;0;S;;52,5;22,5;30;0;52,5;22,5;30;0
496686;158;2012;3;-;;60;30;30;0;60;30;30;0
476966;156;2012;0;-;;54;6;36;12;54;6;36;12
497410;156;2012;0;N;;60;0;42;18;60;0;42;18
497261;156;2012;0;S;;60;60;0;0;60;60;0;0
415405;156;2012;0;N;;54;54;0;0;54;54;0;0
478581;158;2012;3;S;;54;42;12;0;54;42;12;0
478486;158;2012;0;S;;54;48;6;0;54;48;6;0
439516;156;2012;0;N;;48;6;19,5;22,5;48;6;19,5;22,5
479049;156;2013;4;-;;60;34,5;25,5;0;60;34,5;25,5;0
478531;158;2013;0;-;;30;30;0;0;30;30;0;0
479032;156;2013;1;-;;63;63;0;0;63;63;0;0
497141;156;2012;1;-;;48;0;42;6;48;0;42;6
438914;158;2013;1;-;;39;39;0;0;39;39;0;0
416893;158;2013;4;N;;54;48;0;6;54;48;0;6
439062;158;2013;1;N;;60;60;0;0;60;60;0;0
416898;158;2013;0;-;;42;42;0;0;42;42;0;0
486366;156;2011;0;S;;60;6;54;0;60;6;54;0
476088;156;2012;4;S;;60;30;24;6;60;30;24;6
479023;156;2012;0;N;;60;49,5;10,5;0;60;49,5;10,5;0
460494;158;2012;0;-;;60;60;0;0;60;60;0;0
479221;156;2012;0;S;;60;60;0;0;60;60;0;0
461104;156;2012;1;N;;60;60;0;0;60;60;0;0
501163;156;2010;0;-;;24;24;0;0;24;24;0;0
501163;156;2011;0;-;;55,5;55,5;0;0;55,5;55,5;0;0
501163;156;2012;0;S;;60;60;0;0;60;60;0;0
515589;156;2013;0;S;;60;48;12;0;60;48;12;0
462156;158;2011;0;-;;54;54;0;0;54;54;0;0
460355;158;2011;1;-;;60;54;6;0;60;54;6;0
257729;158;2011;4;-;;30;0;0;30;30;0;0;30
460375;158;2011;4;-;;60;60;0;0;60;60;0;0
497192;156;2013;0;N;;60;60;0;0;60;60;0;0
499813;156;2013;4;S;;60;60;0;0;60;60;0;0
480859;156;2013;0;N;;54;49,5;4,5;0;54;49,5;4,5;0
480862;156;2013;0;-;;49,5;27;22,5;0;49,5;27;22,5;0
479257;156;2013;0;-;;60;60;0;0;60;60;0;0
460845;156;2012;1;N;;63;58,5;4,5;0;63;58,5;4,5;0
460345;158;2012;0;-;;64,5;52,5;12;0;64,5;52,5;12;0
479279;156;2012;1;S;;61;49;12;0;61;49;12;0
439651;156;2012;0;S;;48;25,5;16,5;6;48;25,5;16,5;6
439652;156;2012;0;-;;60;15;45;0;60;15;45;0
480798;158;2012;3;-;;60,4;60,4;0;0;60,4;60,4;0;0
479250;156;2012;1;S;;60;49,5;10,5;0;60;49,5;10,5;0
460862;156;2012;0;S;;61,5;55,5;6;0;61,5;55,5;6;0
461105;156;2012;0;-;;55,5;49,5;6;0;55,5;49,5;6;0
478691;158;2012;0;-;;54;48;0;6;54;48;0;6
479021;156;2012;0;N;;42;27;15;0;42;27;15;0
479106;156;2011;0;-;;54;12;18;24;54;12;18;24
460879;156;2012;1;S;;55,5;55,5;0;0;55,5;55,5;0;0
460871;156;2012;1;S;;60;51;9;0;60;51;9;0
379776;156;2012;0;S;;54;49,5;4,5;0;54;49,5;4,5;0
460806;156;2012;0;-;;60;42;18;0;60;42;18;0
460295;158;2012;1;S;;60;60;0;0;60;60;0;0
460380;158;2012;4;S;;60;48;12;0;60;48;12;0
476919;158;2012;0;-;;48;0;6;42;48;0;6;42
326884;158;2012;4;N;;60;60;0;0;60;60;0;0
497416;156;2013;0;-;;60;60;0;0;60;60;0;0
440698;156;2013;0;N;;63;63;0;0;63;63;0;0
516576;158;2013;0;S;;60;42;18;0;60;42;18;0
386333;156;2013;0;S;;42;36;6;0;42;36;6;0
464614;158;2013;0;-;;64,5;64,5;0;0;64,5;64,5;0;0
386589;156;2013;4;S;;61,5;45;16,5;0;61,5;45;16,5;0
510027;156;2013;0;-;;48;48;0;0;48;48;0;0
63623;156;2012;3;-;;30;0;9;21;30;0;9;21
512360;156;2013;0;N;;30;0;6;24;30;0;6;24
479261;156;2013;3;-;;43,5;21;18;4,5;43,5;21;18;4,5
460291;158;2013;0;-;;25,5;25,5;0;0;25,5;25,5;0;0
461155;156;2013;0;N;;55,5;51;0;4,5;55,5;51;0;4,5
478647;158;2013;0;-;;60;43,5;16,5;0;60;43,5;16,5;0
460477;158;2013;1;-;;4,5;4,5;0;0;4,5;4,5;0;0
441219;156;2013;4;-;;61,5;61,5;0;0;61,5;61,5;0;0
496709;158;2013;0;-;;55,5;49,5;6;0;55,5;49,5;6;0
496663;158;2013;0;-;;54;54;0;0;54;54;0;0
415401;156;2012;0;S;;60,75;20,25;40,5;0;60,75;20,25;40,5;0
420496;156;2012;4;S;;65,67;61,17;4,5;0;65,67;61,17;4,5;0
439473;156;2012;0;-;;63;63;0;0;63;63;0;0
386681;156;2012;4;S;;49,5;49,5;0;0;49,5;49,5;0;0
461081;156;2012;0;S;;58,5;58,5;0;0;58,5;58,5;0;0
63821;156;2012;3;S;;54;54;0;0;54;54;0;0
378894;156;2012;0;N;;57;57;0;0;57;57;0;0
461128;156;2012;3;S;;45;45;0;0;45;45;0;0
479273;156;2012;1;S;;57;57;0;0;57;57;0;0
479210;156;2012;0;S;;49,5;49,5;0;0;49,5;49,5;0;0
460355;158;2012;1;-;;73,5;67,5;6;0;73,5;67,5;6;0
471018;156;2012;4;S;;48;33;15;0;48;33;15;0
478514;158;2012;3;-;;54;42;12;0;54;42;12;0
447675;156;2012;0;N;;61,5;51;10,5;0;61,5;51;10,5;0
479124;156;2012;0;S;;49,5;40,5;9;0;49,5;40,5;9;0
468374;158;2012;0;-;;60;54;6;0;60;54;6;0
460358;158;2012;1;-;;60;54;6;0;60;54;6;0
478597;158;2012;4;-;;52,5;52,5;0;0;52,5;52,5;0;0
479028;156;2012;0;N;;43,5;37,5;6;0;43,5;37,5;6;0
478651;158;2012;4;N;;49,5;49,5;0;0;49,5;49,5;0;0
499858;156;2012;3;-;;60;48;12;0;60;48;12;0
499813;156;2012;4;N;;48;48;0;0;48;48;0;0
497182;156;2013;4;-;;28,5;28,5;0;0;28,5;28,5;0;0
414155;156;2013;3;-;;48;36;12;0;48;36;12;0
415401;156;2013;0;-;;61;16;45;0;61;16;45;0
517192;156;2013;0;S;;60;60;0;0;60;60;0;0
517231;156;2013;4;S;;48;48;0;0;48;48;0;0
479211;156;2012;3;-;;43,5;43,5;0;0;43,5;43,5;0;0
479127;156;2012;4;-;;42;6;30;6;42;6;30;6
460836;156;2012;0;-;;48;48;0;0;48;48;0;0
478997;156;2012;0;S;;60;60;0;0;60;60;0;0
479208;156;2012;0;N;;60;49,5;10,5;0;60;49,5;10,5;0
479187;156;2012;1;N;;49,5;49,5;0;0;49,5;49,5;0;0
460812;156;2012;0;S;;64,5;60;4,5;0;64,5;60;4,5;0
382326;158;2012;4;S;;45;27;6;12;45;27;6;12
497237;156;2013;0;N;;60;60;0;0;60;60;0;0
478511;158;2013;0;-;;60;60;0;0;60;60;0;0
497189;156;2013;0;-;;60;60;0;0;60;60;0;0
460879;156;2013;1;S;;48;48;0;0;48;48;0;0
478597;158;2013;4;-;;54;54;0;0;54;54;0;0
478549;158;2013;0;S;;60;60;0;0;60;60;0;0
439501;156;2013;1;S;;65;65;0;0;65;65;0;0
497243;156;2013;1;S;;54;54;0;0;54;54;0;0
379504;158;2013;4;-;;40,5;40,5;0;0;40,5;40,5;0;0
515510;156;2013;0;-;;60;12;48;0;60;12;48;0
515520;156;2013;0;N;;60;60;0;0;60;60;0;0
515095;158;2013;3;S;;60;60;0;0;60;60;0;0
461157;156;2013;0;S;;51;51;0;0;51;51;0;0
460400;158;2012;0;S;;64,5;64,5;0;0;64,5;64,5;0;0
414601;156;2012;4;S;;55,5;37,5;18;0;55,5;37,5;18;0
478982;156;2012;0;-;;44,85;44,85;0;0;44,85;44,85;0;0
327006;158;2012;0;-;;61,5;61,5;0;0;61,5;61,5;0;0
459679;156;2012;4;S;;60;42;18;0;60;42;18;0
462170;158;2012;0;S;;57;51;6;0;57;51;6;0
460998;156;2012;1;S;;63;42;21;0;63;42;21;0
415422;156;2012;0;-;;57,25;52,75;4,5;0;57,25;52,75;4,5;0
415474;156;2012;1;N;;60;45;9;6;60;45;9;6
460931;156;2012;3;N;;61,5;37,5;24;0;61,5;37,5;24;0
479096;156;2012;1;S;;28,5;22,5;6;0;28,5;22,5;6;0
479089;156;2012;0;-;;33;33;0;0;33;33;0;0
499141;158;2012;4;S;;48;48;0;0;48;48;0;0
478509;158;2012;0;N;;24;24;0;0;24;24;0;0
464525;158;2012;0;-;;67,5;61,5;6;0;67,5;61,5;6;0
481629;156;2012;3;-;;36;30;6;0;36;30;6;0
515438;156;2013;;N;;60;0;36;24;60;0;36;24
507565;156;2013;;-;;30;30;0;0;30;30;0;0
512356;156;2013;1;S;;54;0;42;12;54;0;42;12
439789;156;2013;0;S;;51;51;0;0;51;51;0;0
460524;158;2013;2;S;;46,5;46,5;0;0;46,5;46,5;0;0
515458;156;2013;1;N;;54;54;0;0;54;54;0;0
499802;156;2013;1;N;;49,5;49,5;0;0;49,5;49,5;0;0
516573;158;2013;1;-;;60;42;18;0;60;42;18;0
508258;158;2013;;-;;31,5;31,5;0;0;31,5;31,5;0;0
378856;156;2011;0;-;B;22,5;0;16,5;6;22,5;0;16,5;6
550268;156;2014;1;S;;60;60;0;0;60;60;0;0
496693;158;2013;4;-;;46,5;34,5;12;0;46,5;34,5;12;0
509051;158;2013;;-;;37,5;33;0;4,5;37,5;33;0;4,5
514966;158;2013;3;S;;60;60;0;0;60;60;0;0
461055;156;2013;0;S;;60;30;30;0;60;30;30;0
499054;156;2012;4;S;;54;30;24;0;54;30;24;0
460361;158;2012;3;-;;61,5;61,5;0;0;61,5;61,5;0;0
378960;156;2012;4;-;;49,5;43,5;6;0;49,5;43,5;6;0
466591;156;2013;0;N;;60;60;0;0;60;60;0;0
386460;156;2012;0;-;;48;48;0;0;48;48;0;0
415399;156;2012;0;-;;55,5;10,5;45;0;55,5;10,5;45;0
443862;156;2012;0;-;;18;0;12;6;18;0;12;6
479086;156;2012;3;N;;40,5;22,5;18;0;40,5;22,5;18;0
478967;156;2012;1;-;;30;18;12;0;30;18;12;0
480331;156;2012;0;N;;42;12;30;0;42;12;30;0
478480;158;2012;0;-;;30;30;0;0;30;30;0;0
478981;156;2012;4;N;;48;30;18;0;48;30;18;0
478666;158;2012;4;-;;42;42;0;0;42;42;0;0
497376;156;2013;0;-;;60;60;0;0;60;60;0;0
496791;158;2013;3;N;;60;60;0;0;60;60;0;0
501872;156;2013;0;-;;60;0;30;30;60;0;30;30
552197;156;2015;4;S;;54;24;30;0;54;24;30;0
552273;156;2015;2;N;;60;42;18;0;60;42;18;0
552757;158;2015;1;N;;60;42;18;0;60;42;18;0
519705;156;2015;3;-;;42;42;0;0;42;42;0;0
552659;158;2015;0;S;;60;60;0;0;60;60;0;0
273902;156;2015;2;S;;60;60;0;0;60;60;0;0
552278;156;2015;0;S;;60;42;18;0;60;42;18;0
552360;156;2015;0;-;;60;60;0;0;60;60;0;0
552580;182;2015;4;N;;72;72;0;0;72;72;0;0
552458;156;2015;0;S;;60;6;54;0;60;6;54;0
552477;156;2015;4;S;;60;54;6;0;60;54;6;0
552668;158;2015;2;-;;54;54;0;0;54;54;0;0
552742;158;2015;3;-;;60;54;6;0;60;54;6;0
443251;156;2013;0;S;;42;37,5;4,5;0;42;37,5;4,5;0
312079;156;2013;4;-;;10,5;4,5;6;0;10,5;4,5;6;0
382326;158;2013;4;N;;51;39;12;0;51;39;12;0
497203;156;2013;0;-;;36;24;12;0;36;24;12;0
496837;158;2013;0;-;;36;6;18;12;36;6;18;12
461461;156;2013;0;-;;42;18;18;6;42;18;18;6
439049;158;2013;4;-;;30;6;18;6;30;6;18;6
439923;156;2013;0;-;;30;30;0;0;30;30;0;0
477942;156;2013;3;-;;60;60;0;0;60;60;0;0
489606;158;2013;3;N;;40,5;28,5;12;0;40,5;28,5;12;0
460895;156;2013;4;S;;60;39;21;0;60;39;21;0
